"시도명",시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자
"전북특별자치도",전주시 완산구,시도,,안행로,3,,전북특별자치도 전주시 완산구 효자동1가 60-7,35.8066505,127.1341101,3,2,Y,236,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,용머리로,3,,전북특별자치도 전주시 완산구 효자동1가 410-45,35.805048,127.1104977,3,2,Y,240,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,27,기린대로,3,,전북특별자치도 전주시 덕진구 진북동 320-5,35.83225089,127.139197,3,1,Y,242,2,3,3,녹색+황색+적색,50+3+50,2,3,1,Y,00:00,06:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,태진로,3,,전북특별자치도 전주시 덕진구 진북동 416-9,35.831834,127.1351128,3,2,Y,243,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,거마평로,3,,전북특별자치도 전주시 완산구 효자동1가 450-2,35.8044519,127.1167242,3,1,Y,244,2,3,3,녹색+황색+적색,50+3+50,2,3,1,Y,20:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,716,강변로,3,,전북특별자치도 전주시 완산구 효자동1가 535-85,35.80677265,127.1101481,3,2,Y,246,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,716,강변로,3,,전북특별자치도 전주시 완산구 삼천동1가 542-13,35.79357776,127.112298,3,2,Y,249,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:30,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,장승배기로,3,,전북특별자치도 전주시 완산구 삼천동1가 302-8,35.79243108,127.1133401,3,2,Y,251,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,장승배기로,3,,전북특별자치도 전주시 완산구 삼천동1가 303-13,35.79252581,127.114785,3,2,Y,252,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,거마평로,3,,전북특별자치도 전주시 완산구 효자동1가 542,35.800388,127.1165399,3,2,Y,254,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,거마평로,3,전북특별자치도 전주시 완산구 거마평로 47,전북특별자치도 전주시 완산구 삼천동1가 287-15,35.79688521,127.1166736,3,1,Y,256,1,3,3,녹색+황색+적색,50+3+50,2,3,1,Y,20:00,07:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,거마평로,3,,전북특별자치도 전주시 완산구 삼천동1가 546-20,35.795107,127.116872,3,2,Y,257,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,거마평로,3,전북특별자치도 전주시 완산구 성지산로 1,전북특별자치도 전주시 완산구 삼천동1가 601-13,35.79882124,127.1196738,3,2,Y,258,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,용리로,3,전북특별자치도 전주시 완산구 용리로 39,전북특별자치도 전주시 완산구 효자동1가 669-1,35.79886559,127.1141952,3,2,Y,259,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,쑥고개로,3,전북특별자치도 전주시 완산구 쑥고개로 271,전북특별자치도 전주시 완산구 효자동2가 756-1,35.80121984,127.094763,3,2,Y,261,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,10:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,쑥고개로,3,,전북특별자치도 전주시 완산구 효자동2가 888-6,35.800006,127.093011,3,2,Y,262,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,쑥고개로,3,전북특별자치도 전주시 완산구 중앙반길 5,전북특별자치도 전주시 완산구 삼천동3가 283-1,35.79637967,127.0873833,3,2,Y,264,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,1,쑥고개로,3,,전북특별자치도 전주시 완산구 용복동 245,35.79073276,127.0660577,3,2,Y,268,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,홍산로,3,,전북특별자치도 전주시 완산구 서신동 1035,35.832303,127.1067744,3,2,Y,269,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:30,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,716,강변로,3,,전북특별자치도 전주시 완산구 서신동 701-1,35.83124726,127.1088564,3,2,Y,270,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,716,강변로,3,,전북특별자치도 전주시 완산구 중화산동2가 485-98,35.817533,127.1134965,3,2,Y,272,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,716,강변로,3,,전북특별자치도 전주시 완산구 효자동3가 8-7,35.82007282,127.1135754,3,2,Y,273,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,716,강변로,3,,전북특별자치도 전주시 완산구 효자동2가 1117-14,35.81233197,127.112338,3,2,Y,274,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,07:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,716,강변로,3,,전북특별자치도 전주시 완산구 효자동1가 728,35.809042,127.111465,3,2,Y,276,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,효자로,3,,전북특별자치도 전주시 완산구 중화산동2가 758-7,35.81955429,127.1168604,3,2,Y,278,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,23:00,06:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,효자로,3,,전북특별자치도 전주시 완산구 중화산동2가 797,35.81878277,127.1180787,3,2,Y,279,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,23:00,06:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,중화산로,3,전북특별자치도 전주시 완산구 산월2길 43,전북특별자치도 전주시 완산구 중화산동2가 637,35.81391702,127.1184006,3,2,Y,280,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,23:00,06:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,서원로,3,전북특별자치도 전주시 완산구 신촌1길 50,전북특별자치도 전주시 완산구 효자동3가 37-45,35.81373887,127.113459,3,2,Y,301,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,23:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,716,강변로,3,,전북특별자치도 전주시 완산구 효자동1가 535-87,35.80990475,127.1119419,3,1,Y,304,1,3,3,녹색+황색+적색,50+3+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,17,동부대로,3,,전북특별자치도 전주시 덕진구 우아동2가 820-34,35.83234256,127.1747296,3,2,Y,309,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,23:00,06:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,아중로,3,,전북특별자치도 전주시 덕진구 우아동1가 1126,35.82837983,127.1729727,3,2,Y,311,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:30,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,아중로,3,전북특별자치도 전주시 덕진구 아중로 192,전북특별자치도 전주시 덕진구 우아동1가 1088-1,35.82735408,127.1705888,3,2,Y,312,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,아중로,3,전북특별자치도 전주시 덕진구 아중로 180,전북특별자치도 전주시 덕진구 인후동1가 951-3,35.82656168,127.1700262,3,1,Y,312.A,2,3,3,녹색+황색+적색,50+3+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,아중로,3,,전북특별자치도 전주시 덕진구 인후동1가 916-1,35.82599139,127.164994,3,2,Y,314,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,정언신로,3,,전북특별자치도 전주시 덕진구 인후동1가 832-3,35.83037699,127.159433,3,2,Y,319,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,건산로,3,전북특별자치도 전주시 덕진구 건산로 277,전북특별자치도 전주시 덕진구 우아동2가 864-1,35.83591548,127.167139,3,2,Y,321,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,건산로,3,전북특별자치도 전주시 덕진구 건산로 251,전북특별자치도 전주시 덕진구 인후동1가 807-8,35.83538533,127.1642714,3,1,Y,322,2,3,3,녹색+황색+적색,50+3+50,2,3,1,Y,09:00,00:00,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,건산로,3,전북특별자치도 전주시 덕진구 건산로 228,전북특별자치도 전주시 덕진구 인후동1가 835-4,35.83392132,127.1622249,3,2,Y,323,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,건산로,3,,전북특별자치도 전주시 덕진구 인후동1가 724-5,35.83390877,127.1603999,3,2,Y,324,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,사평로,3,전북특별자치도 전주시 덕진구 사평로 20,전북특별자치도 전주시 덕진구 덕진동1가 1433-1,35.83966743,127.119832,3,2,Y,338,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,23:00,06:30,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,713,혁신로,3,,전북특별자치도 전주시 덕진구 장동 605-3,35.85350777,127.0661311,3,2,Y,339,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,사평로,3,,전북특별자치도 전주시 완산구 서신동 91,35.83792704,127.1173357,3,2,Y,341,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,여울로,3,,전북특별자치도 전주시 완산구 서신동 750-1,35.83778794,127.112245,3,2,Y,343,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,23:00,06:30,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,전주천서로,3,,전북특별자치도 전주시 완산구 서신동 983,35.83581209,127.115873,3,2,Y,345,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,07:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,새터로,3,전북특별자치도 전주시 완산구 새터로 52,전북특별자치도 전주시 완산구 서신동 940-3,35.83536804,127.1119556,3,2,Y,346,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,23:00,06:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,시천로,3,,전북특별자치도 전주시 덕진구 송천동2가 561-6,35.86663596,127.114535,3,2,Y,348,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,솔내로,3,전북특별자치도 전주시 덕진구 솔내로 210,전북특별자치도 전주시 덕진구 송천동2가 292,35.86877745,127.1276268,3,2,Y,358,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,천마산로,3,,전북특별자치도 전주시 덕진구 송천동1가 산37-3,35.86379887,127.1250775,3,2,Y,361,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,08:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,조경단로,3,,전북특별자치도 전주시 덕진구 덕진동1가 1522-1,35.84788528,127.1411043,3,2,Y,363,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,3,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,무삼지로,3,전북특별자치도 전주시 덕진구 정언신로 89,전북특별자치도 전주시 덕진구 인후동1가 857-1,35.83129554,127.1636583,3,2,Y,365,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,06:30,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,무삼지로,3,전북특별자치도 전주시 덕진구 무삼지로 47,전북특별자치도 전주시 덕진구 인후동1가 877-5,35.829844,127.1636723,3,2,Y,366,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:00,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,무삼지로,3,,전북특별자치도 전주시 덕진구 인후동1가 996,35.828655,127.164427,3,2,Y,367,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,무삼지로,3,전북특별자치도 전주시 덕진구 무삼지로 21,전북특별자치도 전주시 덕진구 인후동1가 904-5,35.82774998,127.1651188,3,2,Y,368,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,무삼지로,3,전북특별자치도 전주시 덕진구 무삼지로 10,전북특별자치도 전주시 덕진구 인후동1가 918-1,35.82733654,127.1675484,3,1,Y,368.A,2,3,3,녹색+황색+적색,50+3+50,2,3,1,Y,00:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,무삼지로,3,전북특별자치도 전주시 덕진구 무삼지로 7,전북특별자치도 전주시 덕진구 인후동1가 917,35.82691771,127.1650204,3,1,Y,368.B,2,3,3,녹색+황색+적색,50+3+50,2,3,1,Y,22:00,04:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,석소로,3,전북특별자치도 전주시 덕진구 석소로 29,전북특별자치도 전주시 덕진구 인후동1가 890-3,35.83004846,127.1684262,3,2,Y,370,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,20:00,06:00,N,Y,Y,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,가재미로,3,전북특별자치도 전주시 덕진구 정언신로 69,전북특별자치도 전주시 덕진구 인후동1가 833-7,35.83070601,127.1614048,3,2,Y,371,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,구총목로,3,전북특별자치도 전주시 덕진구 구총목로 25,전북특별자치도 전주시 덕진구 인후동1가 888-8,35.82836337,127.1628763,3,2,Y,372,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,20:00,06:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,춘향로,3,,전북특별자치도 전주시 완산구 대성동 342-5,35.800867,127.1704671,3,2,Y,374,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,Y,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,춘향로,3,,전북특별자치도 전주시 완산구 대성동 20,35.79899806,127.1786838,3,2,Y,375,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,Y,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,춘향로,3,,전북특별자치도 전주시 완산구 색장동 474-1,35.79731643,127.186946,3,1,Y,375.A,1,3,3,녹색+황색+적색,50+3+50,2,3,1,Y,00:00,06:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,춘향로,3,,전북특별자치도 전주시 완산구 색장동 160-1,35.796914,127.189309,3,2,Y,376,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,17,춘향로,3,,전북특별자치도 전주시 완산구 색장동 887-2,35.794175,127.193085,3,2,Y,377,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,09:30,00:00,Y,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,17,춘향로,3,,전북특별자치도 전주시 완산구 색장동 840-2,35.78069922,127.198262,3,2,Y,378,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,3,Y,00:00,06:00,Y,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,노송광장로,3,,전북특별자치도 전주시 완산구 서노송동 616-21,35.82343339,127.1468682,3,2,Y,379,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,06:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,노송광장로,3,,전북특별자치도 전주시 완산구 서노송동 617-2,35.823864,127.1468826,3,2,Y,379.A,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,평화로,3,,전북특별자치도 전주시 완산구 평화동1가 741-10,35.792605,127.1366428,3,2,Y,381,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:30,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,평화로,3,전북특별자치도 전주시 완산구 평화로 137,전북특별자치도 전주시 완산구 평화동2가 871-4,35.78900014,127.1350913,3,2,Y,382,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,22:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,대동로,3,,전북특별자치도 전주시 완산구 태평동 102-28,35.820777,127.1361829,3,2,Y,390,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:20,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,전룡로,3,,전북특별자치도 전주시 완산구 서신동 6-62,35.829026,127.1259009,3,1,Y,392,2,3,3,녹색+황색+적색,50+3+50,2,3,1,Y,22:00,07:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,장승배기로,3,전북특별자치도 전주시 완산구 황학5길 4,전북특별자치도 전주시 완산구 동서학동 849-62,35.80759067,127.1596594,3,2,Y,396,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:20,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,추천로,3,,전북특별자치도 전주시 덕진구 팔복동1가 10-6,35.855572,127.114488,3,2,Y,399,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,716,콩쥐팥쥐로,3,,전북특별자치도 전주시 완산구 상림동 39-8,35.82442204,127.0784695,3,2,Y,400,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,3,N,00:00,00:00,Y,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,당산로,3,전북특별자치도 전주시 완산구 당산로 36,전북특별자치도 전주시 완산구 서신동 797,35.83200747,127.112212,3,2,Y,401,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,당산로,3,전북특별자치도 전주시 완산구 당산로 100,전북특별자치도 전주시 완산구 서신동 785-1,35.83198451,127.1194672,3,2,Y,402,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,26,번영로,3,,전북특별자치도 전주시 덕진구 도도동 463,35.8760553,127.0174954,3,2,Y,403,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,26,번영로,3,,전북특별자치도 전주시 덕진구 남정동 59-5,35.8762562,127.0276644,3,1,Y,404,1,3,3,녹색+황색+적색,50+3+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,26,번영로,3,전북특별자치도 전주시 덕진구 번영로 298,전북특별자치도 전주시 덕진구 성덕동 159-1,35.87695456,127.0397054,3,2,Y,406,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:30,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,초포다리로,3,,전북특별자치도 전주시 덕진구 호성동1가 421-4,35.87217093,127.1576306,3,2,Y,407,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,서신로,3,전북특별자치도 전주시 완산구 서신로 51,전북특별자치도 전주시 완산구 서신동 815,35.83000398,127.1156111,3,2,Y,408,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,00:00,06:30,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 완산구,시도,,서신로,3,전북특별자치도 전주시 완산구 서신로 33,전북특별자치도 전주시 완산구 서신동 831-4,35.82836947,127.1155947,3,2,Y,409,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,09:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,권삼득로,3,,전북특별자치도 전주시 덕진구 덕진동1가 664-44,35.844085,127.1273492,3,2,Y,410,2,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,N,00:00,00:00,N,Y,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
"전북특별자치도",전주시 덕진구,시도,,권삼득로,3,,전북특별자치도 전주시 덕진구 덕진동1가 664-39,35.84529082,127.1254886,3,2,Y,411,1,4,4,녹색+황색+녹색화살표+적색,50+3+50+50,2,3,1,Y,20:00,00:00,N,N,N,,전북특별자치도 전주시청,063-281-5024,2024-01-17
