신호등순번,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,시군코드,관리기관명,관리기관전화번호,데이터기준일자
17100,전라북도,전주시,시도,,만성서로,03,,전라북도 전주시 덕진구 만성동 1207,35.8387602,127.0683302,03,02,Y,610,01,03,03,녹색+황색+적색,02,03,01,Y,22:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17101,전라북도,전주시,시도,,만성서로,03,,전라북도 전주시 덕진구 만성동 1207,35.83876247,127.0683584,03,02,Y,610,01,03,03,녹색+황색+적색,02,03,01,Y,22:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17102,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 만성동 1208,35.83785551,127.0729963,03,02,Y,611,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17103,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 만성동 1208,35.83788983,127.0730188,03,02,Y,611,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17104,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 만성동 1208,35.83797679,127.0730695,03,02,Y,611,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17105,전라북도,전주시,시도,,만성로,03,,전라북도 전주시 덕진구 만성동 1208,35.83809343,127.0732495,03,02,N,611,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17106,전라북도,전주시,시도,,만성로,03,,전라북도 전주시 덕진구 만성동 1208,35.83808197,127.0732833,03,02,N,611,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17107,전라북도,전주시,시도,,만성로,03,,전라북도 전주시 덕진구 만성동 1208,35.83796291,127.0733085,03,02,N,611,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17108,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 만성동 1208,35.83788733,127.0733646,03,02,Y,611,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17109,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 만성동 1208,35.83785758,127.073359,03,02,Y,611,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17110,전라북도,전주시,시도,,만성로,03,,전라북도 전주시 덕진구 만성동 1213,35.83770434,127.0731367,03,02,N,611,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17111,전라북도,전주시,시도,,만성로,03,,전라북도 전주시 덕진구 만성동 1213,35.83770664,127.0731114,03,02,N,611,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17112,전라북도,전주시,시도,,만성로,03,,전라북도 전주시 덕진구 만성동 1213,35.83772266,127.0731227,03,02,N,611,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17113,전라북도,전주시,시도,,정여립로,03,,전라북도 전주시 덕진구 만성동 1241,35.83596508,127.0759661,03,02,Y,612,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17114,전라북도,전주시,시도,,정여립로,03,,전라북도 전주시 덕진구 만성동 1241,35.83594675,127.0759914,03,02,Y,612,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17115,전라북도,전주시,시도,,정여립로,03,,전라북도 전주시 덕진구 만성동 1241,35.83601755,127.0762501,03,02,Y,612,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17116,전라북도,전주시,시도,,정여립로,03,,전라북도 전주시 덕진구 만성동 1241,35.83599006,127.076281,03,02,Y,612,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17117,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 만성동 1241,35.83593282,127.0763062,03,02,Y,612,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17118,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 만성동 1241,35.83591681,127.0762837,03,02,Y,612,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17119,전라북도,전주시,시도,,정여립로,03,,전라북도 전주시 덕진구 만성동 1240,35.833872,127.0735015,03,02,Y,613,01,03,03,녹색+황색+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17120,전라북도,전주시,시도,,정여립로,03,,전라북도 전주시 덕진구 만성동 1240,35.83384909,127.0735296,03,02,Y,613,01,03,03,녹색+황색+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17121,전라북도,전주시,시도,,정여립로,03,,전라북도 전주시 덕진구 만성동 1240,35.833865,127.0737179,03,02,Y,613,01,03,03,녹색+황색+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17122,전라북도,전주시,시도,,정여립로,03,,전라북도 전주시 덕진구 만성동 1240,35.83383522,127.073746,03,02,Y,613,01,03,03,녹색+황색+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17123,전라북도,전주시,시도,,오공로,03,,전라북도 전주시 덕진구 만성동 1224,35.83501569,127.0712114,03,02,N,614,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17124,전라북도,전주시,시도,,만성로,03,,전라북도 전주시 덕진구 만성동 1223,35.83507964,127.0714504,03,02,Y,614,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17125,전라북도,전주시,시도,,만성로,03,,전라북도 전주시 덕진구 만성동 1223,35.83506817,127.0714897,03,02,Y,614,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17126,전라북도,전주시,시도,,월방5길,03,,전라북도 전주시 덕진구 만성동 1223,35.83495142,127.0714953,03,02,N,614,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17127,전라북도,전주시,시도,,만성로,03,,전라북도 전주시 덕진구 만성동 1223,35.83485306,127.0713658,03,02,Y,614,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17128,전라북도,전주시,시도,,만성로,03,,전라북도 전주시 덕진구 만성동 1223,35.83486224,127.0713377,03,02,Y,614,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17129,전라북도,전주시,시도,,정여립로,03,,전라북도 전주시 덕진구 만성동 1240,35.8319975,127.0719719,03,02,Y,615,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17130,전라북도,전주시,시도,,정여립로,03,,전라북도 전주시 덕진구 만성동 1240,35.83198604,127.072,03,02,Y,615,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17131,전라북도,전주시,시도,,농생명로,03,,전라북도 전주시 덕진구 만성동 1240,35.83194939,127.0720421,03,02,N,615,01,03,03,녹색+황색+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17132,전라북도,전주시,시도,,농생명로,03,,전라북도 전주시 덕진구 만성동 1240,35.83192192,127.0720393,03,02,N,615,01,03,03,녹색+황색+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17133,전라북도,전주시,시도,,정여립로,03,,전라북도 전주시 덕진구 만성동 1240,35.8321418,127.0718343,03,02,Y,615,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17134,전라북도,전주시,시도,,정여립로,03,,전라북도 전주시 덕진구 만성동 1240,35.83213262,127.0718708,03,02,Y,615,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17135,전라북도,전주시,시도,,두현길,03,,전라북도 전주시 덕진구 만성동 1240,35.83192285,127.0720612,03,02,N,615,01,03,03,녹색+황색+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17136,전라북도,전주시,시도,,두현길,03,,전라북도 전주시 덕진구 만성동 1240,35.83194802,127.0720724,03,02,N,615,01,03,03,녹색+황색+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17137,전라북도,전주시,시도,,농생명로,03,,전라북도 전주시 덕진구 만성동 1239,35.83237672,127.0703966,03,02,Y,616,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17138,전라북도,전주시,시도,,농생명로,03,,전라북도 전주시 덕진구 만성동 1239,35.83234239,127.0703937,03,02,Y,616,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17139,전라북도,전주시,시도,,농생명로,03,,전라북도 전주시 덕진구 만성동 1239,35.8323998,127.0700846,03,02,Y,616,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17140,전라북도,전주시,시도,,농생명로,03,,전라북도 전주시 덕진구 만성동 1239,35.83228302,127.0701379,03,02,Y,616,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17141,전라북도,전주시,시도,,농생명로,03,,전라북도 전주시 덕진구 만성동 1239,35.8323082,127.0701463,03,02,Y,616,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17142,전라북도,전주시,시도,,만성로,03,,전라북도 전주시 덕진구 만성동 1239,35.83226472,127.0701154,03,02,N,616,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17143,전라북도,전주시,시도,,만성로,03,,전라북도 전주시 덕진구 만성동 1239,35.83226931,127.0700901,03,02,N,616,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17144,전라북도,전주시,일반국도,713,혁신로,01,,전라북도 전주시 덕진구 장동 239,35.84680052,127.0609158,03,02,Y,622,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,20:00,7:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
17145,전라북도,전주시,일반국도,713,혁신로,01,,전라북도 전주시 덕진구 장동 239,35.84677304,127.0609327,03,02,Y,622,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,20:00,7:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
17146,전라북도,전주시,일반국도,713,혁신로,02,,전라북도 전주시 덕진구 장동 240,35.84682353,127.0606712,03,02,Y,622,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,20:00,7:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
17147,전라북도,전주시,일반국도,713,혁신로,02,,전라북도 전주시 덕진구 장동 240,35.84679834,127.0606937,03,02,Y,622,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,20:00,7:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
17148,전라북도,전주시,시도,,중동로,03,,전라북도 전주시 덕진구 장동 241-7,35.84683499,127.0606375,03,02,Y,622,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,20:00,7:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
17149,전라북도,전주시,시도,,중동로,03,,전라북도 전주시 덕진구 장동 241-7,35.8468487,127.0606853,03,02,Y,622,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,20:00,7:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
17150,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 중동 826,35.83863456,127.0661446,03,02,Y,628,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,22:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17151,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 중동 826,35.83865975,127.066139,03,02,Y,628,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,22:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17152,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 중동 826,35.83873077,127.0660238,03,02,Y,628,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,22:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17153,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 중동 826,35.83875367,127.066021,03,02,Y,628,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,22:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17154,전라북도,전주시,시도,,,03,,전라북도 전주시 덕진구 중동 826,35.83876513,127.0659929,03,02,Y,628,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,22:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17155,전라북도,전주시,시도,,,03,,전라북도 전주시 덕진구 중동 826,35.83876969,127.0660323,03,02,Y,628,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,22:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17156,전라북도,전주시,시도,,오공로,03,,전라북도 전주시 덕진구 장동 1107,35.83850157,127.0602698,03,02,N,643,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17157,전라북도,전주시,시도,,오공로,03,,전라북도 전주시 덕진구 장동 1107,35.83850384,127.0602979,03,02,N,643,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17158,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 장동 1107,35.83845358,127.0600983,03,02,Y,643,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17159,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 장동 1107,35.8384261,127.0601067,03,02,Y,643,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17160,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 중동 812,35.83826124,127.0601909,03,02,N,643,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17161,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 중동 812,35.83826122,127.0602218,03,02,N,643,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17162,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 중동 812,35.83832983,127.0603653,03,02,Y,643,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17163,전라북도,전주시,시도,,기지로,03,,전라북도 전주시 덕진구 중동 812,35.83835501,127.0603681,03,02,Y,643,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17164,전라북도,전주시,시도,,기린대로,03,,전라북도 전주시 덕진구 여의동 691-15,35.86735913,127.074689,03,02,Y,689,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17165,전라북도,전주시,시도,,기린대로,03,,전라북도 전주시 덕진구 여의동 691-15,35.86738659,127.0747087,03,02,Y,689,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17166,전라북도,전주시,시도,,기린대로,03,,전라북도 전주시 덕진구 여의동 691-15,35.8675949,127.0747146,03,02,Y,689,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17167,전라북도,전주시,시도,,기린대로,03,,전라북도 전주시 덕진구 여의동 691-15,35.86762236,127.0747343,03,02,Y,689,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17168,전라북도,전주시,시도,,우아로,03,,전라북도 전주시 덕진구 우아동3가 747,35.8516966,127.1553418,03,02,Y,690,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17169,전라북도,전주시,시도,,우아로,03,,전라북도 전주시 덕진구 우아동3가 747,35.85170573,127.1553615,03,02,Y,690,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17170,전라북도,전주시,시도,,우아10길,03,,전라북도 전주시 덕진구 우아동3가 747,35.85161644,127.1553669,03,02,N,690,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17171,전라북도,전주시,시도,,,03,,전라북도 전주시 덕진구 우아동3가 747,35.85163248,127.1553585,03,02,N,690,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17172,전라북도,전주시,시도,,우아로,03,,전라북도 전주시 덕진구 우아동3가 747,35.85162318,127.155471,03,02,Y,690,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17173,전라북도,전주시,시도,,우아로,03,,전라북도 전주시 덕진구 우아동3가 747,35.85163,127.1555075,03,02,Y,690,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17174,전라북도,전주시,시도,,우아10길,03,,전라북도 전주시 덕진구 우아동3가 747,35.85169643,127.1554739,03,02,N,690,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17175,전라북도,전주시,시도,,,03,,전라북도 전주시 덕진구 우아동3가 747,35.85168501,127.1554542,03,02,N,690,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17176,전라북도,전주시,시도,,우아9길,03,,전라북도 전주시 덕진구 우아동3가 747,35.85070591,127.1558186,03,02,Y,691,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17177,전라북도,전주시,시도,,우아9길,03,,전라북도 전주시 덕진구 우아동3가 747,35.85074485,127.155799,03,02,Y,691,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17178,전라북도,전주시,시도,,우아로,03,,전라북도 전주시 덕진구 우아동3가 747,35.85082041,127.1557879,03,02,Y,691,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17179,전라북도,전주시,시도,,우아로,03,,전라북도 전주시 덕진구 우아동3가 747,35.85082947,127.155861,03,02,Y,691,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17180,전라북도,전주시,시도,,우아로,03,,전라북도 전주시 덕진구 우아동3가 747,35.85082157,127.1558167,03,02,Y,691,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17181,전라북도,전주시,시도,,우아로,03,,전라북도 전주시 덕진구 우아동3가 747,35.85082384,127.1558364,03,02,Y,691,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17182,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 743,35.8553734,127.1558916,03,02,Y,692,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17183,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 743,35.85536418,127.1559422,03,02,Y,692,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17184,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 743,35.85543728,127.1560577,03,02,Y,692,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17185,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 743,35.85542121,127.156097,03,02,Y,692,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17186,전라북도,전주시,시도,,호성1길,03,,전라북도 전주시 덕진구 우아동3가 743,35.85538456,127.1561166,03,02,Y,692,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17187,전라북도,전주시,시도,,호성1길,03,,전라북도 전주시 덕진구 우아동3가 743,35.85534795,127.1560969,03,02,Y,692,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17188,전라북도,전주시,시도,,조경단로,03,,전라북도 전주시 덕진구 금암동 1621,35.84106054,127.1387668,03,02,Y,695,01,02,02,황색,02,03,01,Y,0:00,6:00,N,Y,N,01,전주시,063-222-1000,2021-12-21
17189,전라북도,전주시,시도,,조경단로,03,,전라북도 전주시 덕진구 금암동 1621,35.84105363,127.1387977,03,02,Y,695,01,02,02,황색,02,03,01,Y,0:00,6:00,N,Y,N,01,전주시,063-222-1000,2021-12-21
17190,전라북도,전주시,시도,,조경단로,03,,전라북도 전주시 덕진구 금암동 1621,35.84104673,127.1388258,03,02,Y,695,01,02,02,황색,02,03,01,Y,0:00,6:00,N,Y,N,01,전주시,063-222-1000,2021-12-21
17191,전라북도,전주시,시도,,조경단로,03,,전라북도 전주시 덕진구 금암동 1621,35.84103524,127.1388623,03,02,Y,695,01,02,02,황색,02,03,01,Y,0:00,6:00,N,Y,N,01,전주시,063-222-1000,2021-12-21
17192,전라북도,전주시,시도,,석소로,03,,전라북도 전주시 덕진구 인후동1가 981,35.82959185,127.1691307,03,02,Y,702,01,02,02,황색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17193,전라북도,전주시,시도,,석소로,03,,전라북도 전주시 덕진구 우아동2가 967,35.82959868,127.169156,03,02,Y,702,01,02,02,황색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17194,전라북도,전주시,시도,,석소로,03,,전라북도 전주시 덕진구 우아동2가 967,35.82960551,127.1691841,03,02,Y,702,01,02,02,황색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17195,전라북도,전주시,시도,,석소로,03,,전라북도 전주시 덕진구 우아동2가 967,35.82961233,127.1692151,03,02,Y,702,01,02,02,황색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17196,전라북도,전주시,시도,,석소로,03,,전라북도 전주시 덕진구 우아동2가 967,35.82963064,127.1692207,03,02,Y,702,01,02,02,황색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17197,전라북도,전주시,시도,,석소로,03,,전라북도 전주시 덕진구 우아동2가 967,35.82959627,127.1692431,03,02,Y,702,01,02,02,황색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17198,전라북도,전주시,시도,,쪽구름로,03,,전라북도 전주시 덕진구 여의동 1304-74,35.87100726,127.0765609,03,02,Y,711,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17199,전라북도,전주시,시도,,쪽구름로,03,,전라북도 전주시 덕진구 여의동 1304-74,35.87101411,127.0765947,03,02,Y,711,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17200,전라북도,전주시,시도,,편운로,03,,전라북도 전주시 덕진구 여의동 1304-74,35.87103017,127.07653,03,02,Y,711,01,03,03,녹색+황색+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17201,전라북도,전주시,시도,,편운로,03,,전라북도 전주시 덕진구 여의동 1304-74,35.87105078,127.0765159,03,02,Y,711,01,03,03,녹색+황색+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17202,전라북도,전주시,시도,,쪽구름로,03,,전라북도 전주시 덕진구 여의동2가 712-1,35.87114686,127.0766201,03,02,Y,711,01,03,03,녹색+황색+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17203,전라북도,전주시,시도,,쪽구름로,03,,전라북도 전주시 덕진구 여의동2가 712-1,35.87114913,127.0766539,03,02,Y,711,01,03,03,녹색+황색+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
17204,전라북도,전주시,시도,,구렛들3길,03,,전라북도 전주시 덕진구 팔복동1가 352-9,35.85994146,127.0980314,03,02,N,717,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17205,전라북도,전주시,시도,,구렛들3길,03,,전라북도 전주시 덕진구 팔복동1가 352-9,35.85995747,127.0980398,03,02,N,717,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17206,전라북도,전주시,시도,,구렛들3길,03,,전라북도 전주시 덕진구 팔복동1가 352-9,35.86015663,127.0980429,03,02,Y,717,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17207,전라북도,전주시,시도,,구렛들3길,03,,전라북도 전주시 덕진구 팔복동1가 352-9,35.86016581,127.0980176,03,02,Y,717,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
17208,전라북도,전주시,시도,,구렛들3길,03,,전라북도 전주시 덕진구 팔복동1가 713-13,35.86016596,127.097832,03,02,N,717,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
